10 0 0
9.98027 0.443996 0.443996

9.98027 0.443996 0.443996
9.92115 0.88624 0.88624

9.92115 0.88624 0.88624
9.82287 1.32499 1.32499

9.82287 1.32499 1.32499
9.68583 1.7585 1.7585

9.68583 1.7585 1.7585
9.51057 2.18508 2.18508

9.51057 2.18508 2.18508
9.29776 2.60303 2.60303

9.29776 2.60303 2.60303
9.04827 3.01071 3.01071

9.04827 3.01071 3.01071
8.76307 3.40651 3.40651

8.76307 3.40651 3.40651
8.44328 3.78887 3.78887

8.44328 3.78887 3.78887
8.09017 4.15627 4.15627

8.09017 4.15627 4.15627
7.70513 4.50727 4.50727

7.70513 4.50727 4.50727
7.28969 4.84048 4.84048

7.28969 4.84048 4.84048
6.84547 5.15459 5.15459

6.84547 5.15459 5.15459
6.37424 5.44835 5.44835

6.37424 5.44835 5.44835
5.87785 5.72061 5.72061

5.87785 5.72061 5.72061
5.35827 5.9703 5.9703

5.35827 5.9703 5.9703
4.81754 6.19642 6.19642

4.81754 6.19642 6.19642
4.25779 6.39809 6.39809

4.25779 6.39809 6.39809
3.68125 6.57451 6.57451

3.68125 6.57451 6.57451
3.09017 6.72499 6.72499

3.09017 6.72499 6.72499
2.4869 6.84892 6.84892

2.4869 6.84892 6.84892
1.87381 6.94582 6.94582

1.87381 6.94582 6.94582
1.25333 7.01531 7.01531

1.25333 7.01531 7.01531
0.627905 7.05711 7.05711

0.627905 7.05711 7.05711
-1.60812e-15 7.07107 7.07107

-1.60812e-15 7.07107 7.07107
-0.627905 7.05711 7.05711

-0.627905 7.05711 7.05711
-1.25333 7.01531 7.01531

-1.25333 7.01531 7.01531
-1.87381 6.94582 6.94582

-1.87381 6.94582 6.94582
-2.4869 6.84892 6.84892

-2.4869 6.84892 6.84892
-3.09017 6.72499 6.72499

-3.09017 6.72499 6.72499
-3.68125 6.57451 6.57451

-3.68125 6.57451 6.57451
-4.25779 6.39809 6.39809

-4.25779 6.39809 6.39809
-4.81754 6.19642 6.19642

-4.81754 6.19642 6.19642
-5.35827 5.9703 5.9703

-5.35827 5.9703 5.9703
-5.87785 5.72061 5.72061

-5.87785 5.72061 5.72061
-6.37424 5.44835 5.44835

-6.37424 5.44835 5.44835
-6.84547 5.15459 5.15459

-6.84547 5.15459 5.15459
-7.28969 4.84048 4.84048

-7.28969 4.84048 4.84048
-7.70513 4.50727 4.50727

-7.70513 4.50727 4.50727
-8.09017 4.15627 4.15627

-8.09017 4.15627 4.15627
-8.44328 3.78887 3.78887

-8.44328 3.78887 3.78887
-8.76307 3.40651 3.40651

-8.76307 3.40651 3.40651
-9.04827 3.01071 3.01071

-9.04827 3.01071 3.01071
-9.29776 2.60303 2.60303

-9.29776 2.60303 2.60303
-9.51057 2.18508 2.18508

-9.51057 2.18508 2.18508
-9.68583 1.7585 1.7585

-9.68583 1.7585 1.7585
-9.82287 1.32499 1.32499

-9.82287 1.32499 1.32499
-9.92115 0.88624 0.88624

-9.92115 0.88624 0.88624
-9.98027 0.443996 0.443996

-9.98027 0.443996 0.443996
-10 -2.27423e-15 -2.27423e-15

-10 -2.27423e-15 -2.27423e-15
-9.98027 -0.443996 -0.443996

-9.98027 -0.443996 -0.443996
-9.92115 -0.88624 -0.88624

-9.92115 -0.88624 -0.88624
-9.82287 -1.32499 -1.32499

-9.82287 -1.32499 -1.32499
-9.68583 -1.7585 -1.7585

-9.68583 -1.7585 -1.7585
-9.51057 -2.18508 -2.18508

-9.51057 -2.18508 -2.18508
-9.29776 -2.60303 -2.60303

-9.29776 -2.60303 -2.60303
